Никол Кидмън е просто невероятна, тази роля би могла да бъде само нейна :)	4.0
Много хубав филм. Никол Кидмън в цялото си достолепие	5.0
филмът е страхотен!добър актьорски състав!Никол  К. е много добра	5.0
Страхотен филм (:	4.5
Too unreal.	2.0
Много истински филм, малко разнообразие от фантастиките напоследък.	5.0
Хубав фимл, но очаквах повече.	4.5
Очаквах повече от историята на Грейс...	4.0
На един черпак разстояние	68.	http://www.cinexio.com/sofia/movie/19285	http://www.imdb.com/title/tt2980648/	7.3
59
Velikov	5.0
Адски приятен филм!	4.5
Невероятен! Must-see movie! Особено за любителите на филми за насладата от храната!	5.0
Приятен,лежерен и много позитивен филм!препоръчвам	4.5
Приятно филмче. Една съвременна приказка, излязла от клишетата.	3.0
Филм, който ще Ви накара да забравите всичко негативно!!!	5.0
Най-добрия филм от години. Богат и изпълнен с красота и емоции. Пак ще го гледам!!!	5.0
Невероятен филм! Заслужава си!	5.0
Истинска наслада за очите и ушите!!! Отнася те далече от изнервеното ежедневие!!! Горещо препоръчвам на всеки!!	5.0
Много приятно филмче. Оставя приятно усещане след себе си :)	4.0
Супер замисъл и изпълнения! Браво! !!	5.0
Наистина прекрасен филм! Гледайте го задължително!	5.0
Много сърдечен и приятен филм за любовта и семейната топлина! Препоръчвам госъс сигурност!	5.0
Хареса ми. Препоръчвам го.	5.0
Трогателен филм!	5.0
Супер !! ♥♥	5.0
Страхотен филм	5.0
Да се пропусне би било загуба.	5.0
Много човешки и прекрасен! Препоръчвам горещо:)	5.0
Много хубаво филмче ^^	5.0
Страхотен филм,чудесен избор на актьори...излизаш от кинозалата с положителен заряд...бих го гледала отново...	5.0
Страхотен филм :)	5.0
много добър филм!!! пак ще го гледам :) :) :)	5.0
Отдавна не бях гледала филм който истински да ми хареса... Препоръчвам!	5.0
страхотен! :)	5.0
Очарователен филм! Горещо го препоръчвам!	5.0
Много хубав филм!!	5.0
Много приятно и неангажиращо филмче. Имайте предвид, обаче, че не е "комедия" в заливащият се от смях смисъл.	5.0
Невероятен филм за душата :) Горещо препоръчвам!	5.0
Пленителен, романтичен, вълнуващ ... филм, който разплаква и усмихва ..	5.0
Много хубав филм, не се колебайте.	5.0
Шедьовър! Във филма умело са комбинирани романтика, комедия и драма, а действието е плавно и пленяващо. Препоръчвам го.	5.0
Доста разтоварващо филмче, заслужава си да се види. Приятен хумор и красиви актьори.	4.0
Много забавна комедия	5.0
Свежарско филмче. Заслужава си да се гледа.	5.0
Много приятен филм!	4.5
Прекрасен филм! Романтичен и вълнуващ	5.0
Много хубав филм! Има смях, има романтизъм, страхотен пейзаж! Разказва за това, как мечтите могат да се сбъднат	5.0
Невероятен филм! Устроумен, забавен и много истински! Силно препоръчвам :)	5.0
Едно истинско кулинарно пътешествие, придружено с много смях, хумор и, разбира се любов. Много ми допадна - препоръчвам го!	5.0
Много зареждащо филмче.	4.0
Филмът е уникален! Зареден с кулинарен привкус изпълнен с позитивна енергия, уютна атмосфера и весело настроение. Препоръчвам го! :)	5.0
Страхотен филм:-)	5.0
Много ми хареса чувството за хумор във филма. Зареди ме с положителни емоции. :)	5.0
Prekrasen film	5.0
Супер!	5.0
Супер беше.	5.0
Топъл и весел филм - прекрасна комбинация между френската и индийската душевност (и кухня)! Феновете на Джули и Джулия ще го оценят.	5.0
Страхотен!Препоръчвам за всички ценители на храната :)	5.0
Можеше още малко да се постараят актьорите , особено Хасан !	3.0
Уникален филм!!!	5.0
Много Приятен :)	5.0
Супер! Не исках да свършва!	5.0
superb and funny and smart	5.0
Nice :)	5.0
Прекрасен филм!	5.0
Чудно, направено с много мисъл и щипка Индия.	5.0
Невероятен !Разплака ни и ни разсмя :)За хора със сърце и душа...	5.0
Много приятен, позитивен и развлекателен филм :-)	5.0
100-годишният мъж, който се спусна от прозореца и изчезна	63.	http://www.cinexio.com/sofia/movie/18190	http://www.imdb.com/title/tt2113681/	7.1
0
Левиатан	39.	http://www.cinexio.com/sofia/movie/8538	http://www.imdb.com/title/tt2332522/	6.5
1
Жесток филм!!! Истински !!!	5.0
Снежната кралица	39.	http://www.cinexio.com/sofia/movie/21479	http://www.imdb.com/title/tt2243621/	5.2
0
Водачът	0.0	http://www.cinexio.com/sofia/movie/23607	http://www.imdb.com/title/tt2398231/	6.6
0
Имало едно време в Анадола	0.0	http://www.cinexio.com/sofia/movie/322	null	null
0
Чуй	0.0	http://www.cinexio.com/sofia/movie/21198	null	null
0
Преброяване на дивите зайци	0.0	http://www.cinexio.com/sofia/movie/1031	http://www.imdb.com/title/tt0177138/	6.7
0
Казанова вариации	0.0	http://www.cinexio.com/sofia/movie/21139	http://www.imdb.com/title/tt2614400/	6.6
0
Анкета	0.0	http://www.cinexio.com/sofia/movie/12078	http://www.imdb.com/title/tt0344842/	2.9
0
Чудесата	0.0	http://www.cinexio.com/sofia/movie/23609	http://www.imdb.com/title/tt3044244/	6.8
0
Смърт няма	0.0	http://www.cinexio.com/sofia/movie/12075	null	null
0
Тяло	0.0	http://www.cinexio.com/sofia/movie/23611	http://www.imdb.com/title/tt4358230/	7.0
0
Музиката на Истанбул	86.	http://www.cinexio.com/sofia/movie/7587	http://www.imdb.com/title/tt0459242/	7.8
0
1001 Грама	0.0	http://www.cinexio.com/sofia/movie/24320	http://www.imdb.com/title/tt3346824/	6.7
0
Феникс	0.0	http://www.cinexio.com/sofia/movie/23617	http://www.imdb.com/title/tt2764784/	7.5
0
За короната и страната	0.0	http://www.cinexio.com/sofia/movie/23613	http://www.imdb.com/title/tt2392810/	6.8
0
Зимен сън	0.0	http://www.cinexio.com/sofia/movie/23621	http://www.imdb.com/title/tt2758880/	8.5
0
Географът изпи глобуса	39.	http://www.cinexio.com/sofia/movie/11807	http://www.imdb.com/title/tt3155604/	7.6
0
Солта на земята	0.0	http://www.cinexio.com/sofia/movie/23625	http://www.imdb.com/title/tt3674140/	8.2
0
Диви истории	0.0	http://www.cinexio.com/sofia/movie/23622	http://www.imdb.com/title/tt3011894/	8.2
0
Човешкият капитал	0.0	http://www.cinexio.com/sofia/movie/21149	http://www.imdb.com/title/tt2465578/	7.4
0
Обичаме те, негоднико	4.0	http://www.cinexio.com/sofia/movie/23619	http://www.imdb.com/title/tt2557952/	5.5
0
Крадецът на праскови	96.	http://www.cinexio.com/sofia/movie/382	http://www.imdb.com/title/tt0058277/	8.0
1
Вечна българска класика!	4.5
Раната	4.0	http://www.cinexio.com/sofia/movie/23624	http://www.imdb.com/title/tt2245171/	6.0
0
Какво става с полюса	5.0	http://www.cinexio.com/sofia/movie/2695	null	null
0
Хектор и търсенето на щастието	63.	http://www.cinexio.com/sofia/movie/21147	http://www.imdb.com/title/tt1626146/	6.9
0
Смърт на човек от Балканите	5.0	http://www.cinexio.com/sofia/movie/1059	http://www.imdb.com/title/tt2113768/	7.5
1
Страхотно описание на всички злочести, но индивидуални и силни страни и слабости на балканския нрав	5.0
Свърталище на духове	4.3	http://www.cinexio.com/sofia/movie/2697	null	null
0
А защо да не живеем заедно?	67.	http://www.cinexio.com/sofia/movie/321	http://www.imdb.com/title/tt1674057/	6.7
0
20 000 дни на Земята	0.0	http://www.cinexio.com/sofia/movie/23935	http://www.imdb.com/title/tt2920540/	7.5
0
Уикенд по френски	39.	http://www.cinexio.com/sofia/movie/21146	http://www.imdb.com/title/tt2392326/	6.4
1
Много приятен и забавен филм за отношенията между хората.	4.0
Леки момичета	41.	http://www.cinexio.com/sofia/movie/353	http://www.imdb.com/title/tt1549589/	5.7
0
Срещи на сляпо	5.0	http://www.cinexio.com/sofia/movie/12281	http://www.imdb.com/title/tt3118664/	6.8
0
Невидимата жена	4.0	http://www.cinexio.com/sofia/movie/21142	http://www.imdb.com/title/tt1700845/	6.2
0
Госпожица Юлия	5.0	http://www.cinexio.com/sofia/movie/21135	http://www.imdb.com/title/tt2667960/	6.1
0
Френска приказка	64.	http://www.cinexio.com/sofia/movie/19766	http://www.imdb.com/title/tt2241691/	6.0
1
Красив и мъдър филм! Удоволствие от европейското кино.	5.0
Ангелският дял	88.	http://www.cinexio.com/sofia/movie/1072	http://www.imdb.com/title/tt1924394/	7.0
1
Mnogo dobyr	5.0
Хиляда пъти лека нощ	41.	http://www.cinexio.com/sofia/movie/11940	http://www.imdb.com/title/tt2353767/	7.2
1
Много добър и впечатляващ филм.	3.5
Дама, поп, асо, шпионин	4.9	http://www.cinexio.com/sofia/movie/2372	http://www.imdb.com/title/tt0080297/	8.7
1
Определено си заслужава.	5.0
В къщата	64.	http://www.cinexio.com/sofia/movie/1149	http://www.imdb.com/title/tt1964624/	7.4
3
Доста странен и на моменти интересен, но определено имах по-големи очаквания	4.0
Прекрасен филм и като идея и като реализация!	5.0
Интригуващ е, добър представител на европейското кино, но малко странен. Ако очаквате романтика ще останете разочаровани...	4.0
Любов	64.	http://www.cinexio.com/sofia/movie/1001	http://www.imdb.com/title/tt1602620/	7.8
1
Шедьовър!	5.0
Китайски пъзел	4.5	http://www.cinexio.com/sofia/movie/21117	http://www.imdb.com/title/tt1937118/	7.0
0
Серена	3.9	http://www.cinexio.com/sofia/movie/21548	http://www.imdb.com/title/tt1247690/	5.5
1
Няма толкова тъп филм.	1.0
Магия в полунощ	51.	http://www.cinexio.com/sofia/movie/20482	http://www.imdb.com/title/tt2870756/	6.6
18
Ала Уди Алън, ала не и най-доброто от него, което не пречи усмивката да не слиза от лицето ти.	3.5
Страхотна игра на ема и колин. Излязох с усмивка от киното.	5.0
Много смислен и приятен за гледане филм, точно в стила на Уди Алън.	4.5
става...	3.0
Филм-УДИ АЛЪН! За ценители. Много ми хареса. Страхотно леко и неангажиращо филмче. Препоръчвам!	5.0
Весело филмче. Става за разпускане.	5.0
Сладък филм :)	4.0
Сипер филмче. Бях зaбрaвих, че за да е добър филма не е нужно да е 150 мин. и да има 3 тона спец. ефекти.	5.0
Доста приятно филмче :)	5.0
Още един интересен и забавен филм на Уди Алън!Прекрасна актьорска игра :)	4.5
Много приятно филмче :) действието се развива с изключителна лекота - типично в стила на Уди Алан.	4.0
Изключително сладък и ненатоварващ филм, удмихвах се през цялото време. Изцяло в стил Уди ;)	5.0
Доста блудкав! Не си заслужава гледането	3.0
Wonderful Woody Allen, no disappointments	5.0
Ако го дават по ТВ ще сменя канала.	2.0
Зашеметителен филм!!!!	5.0
Много приятен филм! Нищо изненадващо от Уди Алън, но все пак беше удоволствие да го гледам. Препоръчвам и на вас.	4.5
супер филм,но финала малко слаб!!като цяло си струва	5.0
Съдилището	4.5	http://www.cinexio.com/sofia/movie/18189	null	null
20
Много добър филм!!	4.0
Страхотен филм! Трябва да се гледа!	5.0
Страхотен филм, мн добра игра на Блатечки.Само краят не ме изкефи - сякаш са бързали да го приключат. Иначе филм, направен с мн усет!	4.5
Много добър филм със сериозни послания!	5.0
Най-накрая нещо качествено и истинско!	5.0
Страхотна роля на Блатечки! Филма е интересен и добре направен.	4.0
Много добре представена история!	5.0
Много силен и тежък филм.трябва да се гледа.добра игра.	5.0
По-добър е от повечето холивудски продукции напоследък.	5.0
Слаб сценарий, мнооого драма,след 20-та минута знаеш финала..	1.0
Страхотен филм! Браво!	5.0
Добър е!	5.0
Добра драма. Препоръчвам.	5.0
Много добър филм!	5.0
Велик филф	5.0
Страхотен филм.Тежък и драматичен.	5.0
Много е добър! :)	5.0
Препоръчвам филма! Много добро изпълнение на Асен Блатечки.	4.0
Жестока игра на всички актьори. Филмът е тежък и много хубав.	5.0
На фона на останалите български не много успешни съвременни филми, този е доста сполучлив.	4.0
Овцата Шон	3.1	http://www.cinexio.com/sofia/movie/21550	http://www.imdb.com/title/tt2872750/	7.6
2
9	4.0
скучен	1.0
Моето приключение в дивото	4.4	http://www.cinexio.com/sofia/movie/20127	http://www.imdb.com/title/tt2305051/	7.2
1
Много приятен	4.0
Астерикс: Имението на боговете	4.3	http://www.cinexio.com/sofia/movie/21549	http://www.imdb.com/title/tt3759416/	7.0
5
Супер забавно	5.0
Забавно филмче, като всички от поредицата.	5.0
Токов удър.	3.0
става	3.0
Много забавно и свежо!	5.0
Пингвините от Мадагаскар	4.3	http://www.cinexio.com/sofia/movie/17772	http://www.imdb.com/title/tt1911658/	6.8
80
Golqma zabava.	5.0
Велика анимация!!!!!!! :))))))	5.0
Страхотно забавно детско !	5.0
Жесток!!!	5.0
супер смешен и забавен	5.0
Много свеж !!!	5.0
Анимацията е лудница.	5.0
Става, но сериалът е пъти по-хубав	3.0
Адски забавен филм! Страхотен е и за възрастни, и за деца.	5.0
По-слаб и по-детски е от сериите с пингвините и филмите мадагаскар... жалко	3.0
Заслужава си !	5.0
Свежо филмче, смях се доволно!	4.0
Забавен и развлекателен, такъв, какъвто се очаква да бъде!Гледайте	5.0
Очаквах повече, но става!	4.0
Свеж и забавен филм с шантав сюжет :) Смяхме се много в киното.	4.0
Забавен филм, за малки и големи.	5.0
Става филмчето. Смешките са като за по-големи ми се струва.	4.0
Филма е само за деца,не си заслужава да го гледат и татковците.	3.0
Доста слаб дори за кофти анимация, честно казано. Изтъркана история, плосък хумор и слаби превод и дублаж.	2.0
Много готино детско филмче. Заведете децата си непременно	4.5
Много добър!	5.0
Голям смях. Детето много го хареса, а и ние с баща й не скучахме :) .	5.0
Супер	5.0
Филмът е супер!	5.0
Забавно детско филмче	5.0
Супер готин и забавен филм.  Много свеж и приятен.  Не го пропускайте.	5.0
Забавно филмче ;)	4.0
Много сладко и разтоварващо филмче, препоръчвам на малки и големи!:))	5.0
Очaквaх достa повече от филмa, зaбaвните моменти всъщност бяхa покaзaни в трейлърa. Остaнaх рaзочaровaнa..	3.5
Very good !	5.0
Много забавно филмче. Гледах го с голяма наслада :-) !!!!	5.0
Супер беше филма!	5.0
Хлапето много го хареса!!!	5.0
забавен :)))	4.0
много якоооо!!	5.0
Супер забавен !	4.0
страшни саа :)	5.0
Много сладко и суперзабавно филмче!! :))	5.0
Всичко смешно е в трейлъра ;( Можеше по-добре	3.0
Много забавен филм! Ако обичате анимации, ще ви допадне!	5.0
Забавен е.	4.0
Много забавен филм, комични ситуации, хареса ни :) крал Джулиан и Морт  също бяха яключени	5.0
Позабавлявах се доволно	5.0
страхотно е :) много забавен	5.0
Много забавен филм !Определено си заслужава да се гледа на кино :}	5.0
гледах филмчето.не е лошо, но не мога да кажа, че съм.супер очарован.имаше добри моменти.	4.0
Много забавен. Заслужава си!	5.0
Много свеж !!Пингвините са големи образи :)	5.0
Забавно филмче.	5.0
Отличен! :-D	5.0
Много забавен и разпускащ!	5.0
много свежо филмче с приятен хумор	4.5
Озвучаването куцаше, но лапетиите се радваха	4.0
Забавно филмче с хитроумни реплики и ситуации, но като цяло не е кой-знае-какво.	4.0
Много забавна и развлекателна анимация	5.0
Този филм беше много хубав, един от най-хубавите ми в живота.	5.0
Развлекателно и забавно филмче :)	5.0
Смях има доста	5.0
Сладко филмче :)	5.0
Много забавен филм. :)	5.0
Забавен, но предимно за деца	5.0
Тъпизъм!!!Не се подвеждайте по коментарите че е мн смешен!За възрастни абсолютно не става!Скучен до припадък	1.0
Много свеж и забавен филм.	5.0
Забавен е!	4.0
Страхотен!	5.0
Супер еееее	5.0
Сладък до припадък :)	5.0
Уникални :)	5.0
Първите 15 мин супер, останалите за само за деца!	1.0
Pyrvite 15min beshe zabaven, no sled tova na cqla kompaniq vze da ni se prispuva!	3.0
Забавен, става за малки и големи :)	5.0
Много забавно филмче	5.0
уникален !	5.0
Чудесно филмче, всички останахме доволни.	5.0
Падна смях :)	4.0
Много сладурско и забавно филмче :) препоръчвам и за деца и за възрастни - гарантирано ще се посмеете!	4.0
Уникален! Задължително да се гледа.Много смях и забава.	5.0
Анимацията на годината :)))	5.0
Би било чудесно да има повече такива филмчета! Много забавен и разтоварващ!	5.0
Много забавен, подходящ за малки и големи!	5.0
Жокерът	3.0	http://www.cinexio.com/sofia/movie/22047	http://www.imdb.com/title/tt2231253/	5.6
21
предвидим и скучен	2.0
Най-слабия филм на Джейсън	1.0
Ако има категория най - малоумен филм на годината, тоя ще избие рибата!	0.5
Който е гледал Закрилникът и го е харесал ще му хареса и тоя. Филма е супер	5.0
За пръв път не харесвам филм на Джейсън Стейтъм!	3.0
Когато Джейсън Стейтъм е Жокер, не ходете на кино!	1.0
Mnogo tuppppppp	0.0
Загубих 2 часа от живота си за това недоразумение...	2.0
Добър филм, но не е за ролята за Джейсън Стейтъм	1.0
Слаб филм, става за загуба на излишно време!	3.0
Няма екшън...	5.0
Филма не е нищо особено. Корейското кино е в пъти по добро!	2.0
Филмът е супер.	5.0
нискобюджетен филм...	3.0
Филма ми хареса.	5.0
Mnogo slab film,vsichko koeto si zaslujavashe da se vidi go ima v treilara.	1.0
Mnogo, slab..	0.5
Супер тъпотия	1.0
Много слаб!!!	1.0
ne si zaslujava za kino	1.0
Със сигурност се класира в Топ 5 на най-безумно глупавите филми.Приятно гледане!!!	0.0
NT Live: За мишките и хората	4.1	http://www.cinexio.com/sofia/movie/22575	null	null
4
Страхотни! И нека по-често ни се случват такива събития	4.0
Страхотно изживяване! Невероятна актьорска игра!	5.0
Заслужен Златен Глобус на Еди Редмейн!	4.5
Слаб сценарий,плоски образи!	1.0
Падингтън	4.5	http://www.cinexio.com/sofia/movie/19533	http://www.imdb.com/title/tt1109624/	7.5
58
много добър и забавен филм! много ни харесва ))))	5.0
Очаквах много повечее.	2.0
Сладко филмче	5.0
Супер филмче!	5.0
Apart :ent: ROMAKKO Full addres: Via dei Volsci 564, 00185 -RomeА това е имейла на жената с която разговаряхме за апартамента :ji	5.0
mnogo veselo i raztovarvashto 7/10	5.0
Приятно филмче	3.0
:D	4.0
Зaбaвно и позитивно филмче, стрaхотно зa рaзпускaне.	4.0
Забавен и разтоварващ! Напомня на "Стюарт Литъл" като усещане:)	5.0
Супер якото филмче, разтоварващо и забавно = )	5.0
mnogo e hubav I zabavet nai. liobimiqt film nie	5.0
Сладко филмче. :)	5.0
Сладурско филмче!Идеален за следобед със семейството! :)	4.5
Приятно филмче	4.0
Film za deca do 12 godini :)	2.0
Сладко филмче... :)	5.0
приятно филмче.Можеше да е малко по-забавно за децата с повече забавни ситуации..	3.0
Супер !	5.0
Приятно филмче. Препоръчвам.	4.0
супер Филмче	5.0
Зареден с позитивна енергия, приятен хумор! Заслужава си! Препоръчвам'	5.0
Много добро филмче! Заскужава си!	5.0
Много свеж и приятен	4.0
Филмчето е много приятно за гледане.	5.0
Става	4.0
Хубаво са го направили. Шестгодишната ми дъщеря много се вълнува.	4.5
Страхотен е :)	5.0
много забавно филмче!!!	5.0
Заслужава си за гледане с деца . Много приятен и забавен	5.0
Свеж и весел. Много приятен.	4.0
Много свежо фимче	5.0
Забавен е.	4.0
Много интересен и забавен филм с щастлив край !	4.5
Филмът е много смешен. Подходящ за големи и малки :) Не напразно рейтингът му в IMDB е 7.6 . Приятно гледане :)	4.5
Забавен, малко детски, но е приятен. С мома е чук. :P	4.0
Не е лош, но анонсът дава очакване за повече.	4.0
уникален	5.0
Супер якото филмче. Много е готино	5.0
#як	5.0
Страхотно филмче-:)	5.0
Много забавен и разпускащ филм с много малко, сладко мече :)	5.0
Приятно филмче, с интересни гледки от Лондон. Забавно за децата.	4.0
готин, забавен	4.5
Приятно филмче.	5.0
Много забавен !	5.0
Много забавен :)	5.0
Хубаво и неангажиращо филмче.	5.0
Сладурски е!!!	5.0
Много сладко, смешно и неангажиращо.	5.0
Изобщо не ми хареса. Не се препоръчва за лица над 12 годишна възраст!	1.5
Днес го гледах, много забавен филм.Много неангажиращ и смешен.	4.0
Страхотно филмче!!!!!	5.0
забавен	5.0
Много интересен филм!	5.0
Много разтоварващо филмче. :-)	5.0
Много приятен и забавен :)	3.5
Страхотен! Уникален! Да не се пропуска!!!	5.0
Омбре	3.7	http://www.cinexio.com/sofia/movie/22318	http://www.imdb.com/title/tt0824330/	6.8
2
мега тъп филм	1.0
Добро филмче е.	4.0
Мордекай	4.0	http://www.cinexio.com/sofia/movie/22275	http://www.imdb.com/title/tt3045616/	5.5
86
Уникален!! За ценители на английски хумор и блестяща сценография.	5.0
Еее много забавен! Гледайте!	5.0
Добри актьори сполучлив филм :)	5.0
Английски хумор! Не е за всеки! Като не разбирате нещо, не го плюйте!	5.0
...Джони е страхотен актьор, но липсата на кино-роли се отразява върху играта му. Хубав филм, който не препоръчвям на никой!	2.0
На мен много ми хареса!Суперсвеж,разтоварващ и през цялото време беше суперзабавен!Джони Деп е уникален!! :)	4.5
Не е зле, забавен е	4.5
-	1.0
nai tapia film na godinata	1.0
Искам си парите обратно!!!	1.0
много свеж	5.0
Джони Деп както винаги ГОЛЯМ.Вобще голям бъзик с Англия и Англичаните! Много забавен филм!	5.0
Забавен и оригинален! Отличен филм!	5.0
джони Деп е гениален, както винаги, но на филма му липсва малко екшън, за да разнообрази английския хумор	3.0
супер филм,много забавен и интересен.препоръчвам го!!!	5.0
Видяхме Джони в една различна за неговия репертоар роля. Филмчето беше забавно, но някак не изпитвам желание да го гледам втори път.	3.5
Нищо ангажиращо, дори има и глуповати моменти.	3.0
super qkiq film mnogo zabavren	5.0
Забавен филм.Джони Деп уникален както винаги!	4.5
Доста се посмях.  Препоръчвам!	5.0
Много забавен филм и страхотна игра на Джони!	5.0
Филма е хубав	3.5
Много безмислен филм , но има и смешни моменти.	1.0
много забавен, свеж филм с култови фрази	5.0
Има смях	5.0
Голям смях!	5.0
Мисля, че филмът е постигнал целта си. Развличащ е и са иронизирани някои от специфичните черти на характера на англичаните.	4.5
Неочаквано смешен. Става за гледане, заслужава си.	4.0
Готино филмче :)	5.0
Забавен и разтоварващ, но не е нещо особено.	3.5
Трагедия!!!	0.5
Беше ми доста смешно:-))Иначе нямаше особен смисъл.	3.0
Мех	3.0
Имаше забавни моменти,но сюжета беше плосък дори и за комедия.Ако не сте върл фен на Деп,не е за вас :)	2.0
Много забавен! Джони Деп е във върхова форма, както винаги.	5.0
не е лошо филмчето.английски хумор + добра игра на Джони Деп.Но не е нещо запомнящо се....	4.0
Весел и забавен	3.0
Не съм очарована !	2.0
Забавен	3.5
Средна работа. Към края става по- хубав!	2.5
Забавен филм. Не очаквайте повече. :)	3.5
Имаше един-два смешни момента,  сюжетът не беше нищо особено, а ролята на Деп - доста глуповата.	2.0
Uzas prosto	0.5
Супер филмче! Заслужава да се гледа, заслужава и оскар!	5.0
Хубав :)	5.0
Бозица	1.0
Забавно филмче.	4.5
Определено ми хареса.Приятен и разтоварващ.	5.0
Нищо особенно.	3.0
Много много зле	1.0
Много добро филмче. Приятно и разтварващо!	5.0
Много приятен хумор!	5.0
Филмът е лек и разтоварващ. Не търсете оскари тук!	3.0
Весело филмче!	3.0
уникален	5.0
Джони Деп е забавен, но историята е доста неубедителна. Диалози с английски хумор, но дебелашки скечове. Типичен комерс.	3.0
Много добър,определено си заслужава...нещо различно е и типично добре изиграно от Джони Деп!	5.0
На мен лично ми хареса много, английски хумор примесен с уникална актьорска игра	5.0
